City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
325,mount gambier,-37.8333,140.7667,17.58000000000004,72,100,6.91,AU,1701228874
326,kourou,5.1552,-52.6478,26.03000000000003,87,15,2.65,GF,1701228884
327,yellandu,17.6,80.3333,25.660000000000025,70,98,1.99,IN,1701228885
328,howrah,22.5892,88.3103,24.0,73,40,1.54,IN,1701228885
329,kudahuvadhoo,2.6708,72.8944,27.720000000000027,78,98,3.59,MV,1701228885
330,machico,32.7,-16.7667,22.230000000000018,82,20,2.06,PT,1701228885
331,palmer,42.1584,-72.3287,-0.8499999999999659,60,75,5.66,US,1701228885
332,sao felix do xingu,-6.6447,-51.995,24.510000000000048,61,38,0.34,BR,1701228885
333,sinop,41.7711,34.8709,4.220000000000027,69,100,9.03,TR,1701228886
334,sumbawa besar,-8.5,117.4333,28.810000000000002,77,84,2.23,ID,1701228886
335,weilheim,47.8333,11.15,-0.2599999999999909,95,100,2.26,DE,1701228886
336,smidovich,48.6,133.8167,-18.119999999999976,89,100,2.2,RU,1701228886
337,geraldton,-28.7667,114.6,25.230000000000018,57,75,7.2,AU,1701228780
338,sergeyevka,53.88,67.4158,-0.3299999999999841,87,100,3.34,KZ,1701228896
339,al ghayzah,16.2079,52.176,24.560000000000002,69,100,1.88,YE,1701228896
340,greymouth,-42.4667,171.2,14.180000000000007,71,93,4.05,NZ,1701228907
341,plana,49.8682,12.7438,-3.8100000000000023,97,96,2.63,CZ,1701228907
342,chegdomyn,51.1167,133.0167,-16.819999999999993,72,100,1.3,RU,1701228907
343,sovetskaya gavan',48.9723,140.2878,-11.609999999999957,65,100,6.16,RU,1701228774
344,mielec,50.2871,21.4239,-2.8100000000000023,81,100,4.34,PL,1701228907
345,marsh harbour,26.5412,-77.0636,22.0,59,99,4.67,BS,1701228632
346,margate,51.3813,1.3862,4.3700000000000045,81,81,3.13,GB,1701228879
347,dwarka,22.2394,68.9678,24.189999999999998,50,0,7.06,IN,1701228908
348,pisco,-13.7,-76.2167,19.03000000000003,82,0,5.66,PE,1701228908
349,prabumulih,-3.45,104.25,31.420000000000016,60,93,1.8,ID,1701228908
350,bovalino,38.149,16.174,17.970000000000027,72,28,3.43,IT,1701228908
351,mweka,-4.85,21.5667,19.890000000000043,99,100,0.73,CD,1701228919
352,banda aceh,5.5577,95.3222,27.150000000000034,82,100,2.96,ID,1701228919
353,lakatoro,-16.0999,167.4164,28.370000000000005,73,71,4.31,VU,1701228920
354,konarka,19.9,86.1167,23.220000000000027,56,94,3.1,IN,1701228920
355,tucuma,-0.1833,-50.05,24.82000000000005,93,100,2.84,BR,1701228920
356,cobija,-11.0267,-68.7692,22.660000000000025,92,89,0.63,BO,1701228920
357,inarajan village,13.2736,144.7484,31.54000000000002,82,7,9.6,GU,1701228930
358,idrinskoye,54.3708,92.1358,-13.909999999999968,94,38,1.14,RU,1701228941
359,zhezqazghan,47.7833,67.7667,-1.67999999999995,93,20,5.0,KZ,1701228941
360,krasnoarmeysk,51.0239,45.6969,-4.539999999999964,84,11,1.65,RU,1701228941
361,cidreira,-30.1811,-50.2056,19.53000000000003,92,100,10.88,BR,1701228941
362,och'amch'ire,42.7123,41.4686,6.5,56,100,3.31,GE,1701228941
363,dibrugarh,27.4833,94.9,21.03000000000003,64,20,2.06,IN,1701228942
364,argayash,55.4888,60.8767,-2.079999999999984,97,100,1.83,RU,1701228942
365,bathurst,-33.4166,149.5806,21.010000000000048,82,82,6.34,AU,1701228942
366,balakovo,52.0278,47.8007,-4.449999999999989,91,18,1.01,RU,1701228942
367,kamiiso,41.8167,140.65,-0.7899999999999636,86,75,6.69,JP,1701228949
368,toliara,-23.35,43.6667,25.710000000000036,74,7,5.01,MG,1701228962
369,tijuana,32.5333,-117.0167,16.260000000000048,66,0,0.0,MX,1701228199
370,antonio enes,-16.2325,39.9086,26.610000000000014,81,9,4.37,MZ,1701228963
371,male,4.1748,73.5089,29.970000000000027,79,20,3.09,MV,1701228963
372,prince george,53.9166,-122.753,-0.3100000000000023,74,100,7.72,CA,1701228681
373,maragogi,-9.0122,-35.2225,24.230000000000018,73,6,2.38,BR,1701228963
374,kismayo,-0.3582,42.5454,27.590000000000032,78,85,4.08,SO,1701228968
375,peruibe,-24.32,-46.9983,22.99000000000001,97,100,1.8,BR,1701228972
376,ad darbasiyah,37.0728,40.652,2.2200000000000273,64,0,1.03,SY,1701228972
377,anapa,44.8908,37.3239,11.189999999999998,61,0,11.0,RU,1701228972
378,luorong,24.4058,109.6086,23.710000000000036,48,40,1.4,CN,1701228972
379,hohhot,40.8106,111.6522,-7.839999999999975,41,0,4.0,CN,1701228973
380,ko pha ngan,9.7578,100.0291,25.379999999999995,80,100,7.54,TH,1701228983
381,runaway bay,18.4596,-77.3357,26.910000000000025,81,14,4.47,JM,1701228983
382,laguna de perlas,12.3429,-83.6712,25.680000000000007,89,93,4.77,NI,1701228983
383,holbrook,40.8123,-73.0784,0.910000000000025,55,20,5.66,US,1701228994
384,fiambala,-27.6871,-67.6149,26.140000000000043,45,8,0.85,AR,1701228994
385,polyarnyy,69.1989,33.4478,-3.5499999999999545,88,90,6.59,RU,1701228994
386,lompoc,34.6391,-120.4579,13.080000000000041,71,0,2.06,US,1701228998
387,eastham,41.8301,-69.9739,1.6400000000000432,55,0,6.69,US,1701228779
388,taltal,-25.4,-70.4833,17.57000000000005,77,0,0.87,CL,1701229001
389,nagqu,31.5,92.0,-1.829999999999984,41,100,3.76,CN,1701229001
390,conde,-7.2597,-34.9075,23.700000000000045,88,40,1.54,BR,1701229001
391,igarka,67.4667,86.5833,-25.389999999999986,98,15,2.18,RU,1701229001
392,shalkar,47.8288,59.6258,-0.3100000000000023,75,97,7.79,KZ,1701229001
393,kingston,17.997,-76.7936,27.53000000000003,83,20,2.57,JM,1701229005
394,kapit,2.0167,112.9333,32.01000000000005,57,87,1.01,MY,1701229007
395,simrishamn,55.5565,14.3504,-9.919999999999959,70,100,1.17,SE,1701229007
396,nola,40.922,14.5329,14.400000000000034,89,39,0.81,IT,1701229014
397,praia da vitoria,38.7333,-27.0667,18.75,100,100,2.58,PT,1701229016
398,luganville,-15.5333,167.1667,27.939999999999998,77,95,4.83,VU,1701228793
399,puerto armuelles,8.2833,-82.8667,27.870000000000005,86,100,2.24,PA,1701228885
400,lavrio,37.7145,24.0565,19.970000000000027,76,67,11.69,GR,1701229020
401,smara,26.7384,-11.6719,13.5,89,0,2.14,EH,1701229033
402,bandar-e anzali,37.4727,49.4622,11.060000000000002,86,99,2.26,IR,1701229033
403,sitka,57.0531,-135.33,2.9399999999999977,87,0,1.54,US,1701229046
404,kavieng,-2.5744,150.7967,29.110000000000014,71,97,3.99,PG,1701229050
405,bardai,11.65,7.2333,20.939999999999998,30,16,3.86,NG,1701229050
406,tual,-5.6667,132.75,28.760000000000048,69,96,0.25,ID,1701229060
407,andergrove,-21.0833,149.1833,35.910000000000025,75,2,7.75,AU,1701229060
408,zouerate,22.7187,-12.4521,16.860000000000014,15,1,2.56,MR,1701229061
409,jiangkou,25.4872,119.1986,21.25,58,93,1.78,CN,1701229061
410,st ives,50.2086,-5.4875,6.180000000000007,71,100,3.14,GB,1701229062
411,new kingman-butler,35.265,-114.0323,11.510000000000048,27,0,2.57,US,1701229072
412,kantang,7.4054,99.5156,26.05000000000001,94,40,1.54,TH,1701229072
413,kruisfontein,-34.0033,24.7314,15.330000000000041,73,30,8.11,ZA,1701229078
414,ubatuba,-23.4339,-45.0711,23.620000000000005,94,100,2.51,BR,1701229081
415,lamarque,-39.423,-65.7021,21.110000000000014,17,1,7.46,AR,1701229082
416,farafangana,-22.8167,47.8333,25.650000000000034,74,4,5.27,MG,1701229082
417,owase,34.0667,136.2,14.900000000000034,47,18,1.58,JP,1701229082
418,carboneras,37.0015,-1.9213,12.28000000000003,71,44,0.69,ES,1701229082
419,egersund,58.4513,5.9997,-6.6200000000000045,53,43,2.81,NO,1701229083
420,cestos city,5.46,-9.5828,25.600000000000023,85,100,0.56,LR,1701229083
421,qinhuangdao,39.9317,119.5883,-1.4099999999999682,21,0,4.12,CN,1701229083
422,fort wellington,6.4,-57.6,26.560000000000002,79,0,5.14,GY,1701229083
423,arteche,12.2645,125.4048,27.920000000000016,88,100,4.55,PH,1701229084
424,sao tome,0.3365,6.7273,26.100000000000023,81,32,0.73,ST,1701229084
425,rawson,-43.3002,-65.1023,17.970000000000027,28,6,3.68,AR,1701229094
426,kamien pomorski,53.9685,14.7726,-2.909999999999968,83,100,4.05,PL,1701229094
427,baker city,44.7749,-117.8344,-1.009999999999991,78,0,0.0,US,1701229011
428,sakaraha,-22.9,44.5333,26.32000000000005,42,0,4.47,MG,1701229101
429,mocksville,35.894,-80.5614,-0.2899999999999636,54,3,2.74,US,1701228854
430,piti village,13.4626,144.6933,31.49000000000001,73,40,10.29,GU,1701229110
431,mahina,-17.5065,-149.489,28.870000000000005,70,75,2.06,PF,1701229112
432,conchas,-23.0153,-48.0106,21.640000000000043,92,97,1.8,BR,1701229113
433,mirnyy,62.5353,113.9611,-18.75999999999999,77,100,7.15,RU,1701229113
434,mourmelon-le-grand,49.1326,4.3642,-0.17999999999994998,100,61,0.51,FR,1701229120
435,cole harbour,44.6724,-63.4751,0.7100000000000364,91,64,4.12,CA,1701229127
436,torata,-17.0769,-70.8433,15.650000000000034,53,93,0.98,PE,1701229128
437,tateyama,34.9833,139.8667,17.28000000000003,48,20,8.23,JP,1701229129
438,anloga,5.7947,0.8973,27.100000000000023,80,100,4.28,GH,1701229129
439,verneuil-sur-avre,48.7395,0.9273,1.7800000000000296,85,82,3.89,FR,1701229131
440,calvinia,-31.4707,19.776,10.980000000000018,62,0,2.1,ZA,1701229133
441,nanao,37.05,136.9667,10.100000000000023,84,100,7.94,JP,1701229133
442,ceeldheer,3.8488,47.1806,26.77000000000004,75,68,5.74,SO,1701229133
443,cozumel,20.5083,-86.9458,26.08000000000004,83,92,4.92,MX,1701229133
444,beira,-19.8436,34.8389,24.05000000000001,88,40,2.06,MZ,1701229134
445,ust'-ordynskiy,52.805,104.7508,-18.149999999999977,87,87,1.67,RU,1701229137
446,olyokminsk,60.3736,120.4264,-14.259999999999991,82,90,5.51,RU,1701229139
447,dawson creek,55.7666,-120.2362,2.8000000000000114,56,0,7.72,CA,1701229140
448,tofol,5.3248,163.0078,25.879999999999995,94,100,4.12,FM,1701229140
449,horta,38.5333,-28.6333,17.230000000000018,93,100,1.79,PT,1701229140
450,bodo,67.28,14.405,-0.9799999999999613,59,40,4.63,NO,1701228919
451,tangalle,6.024,80.7911,27.090000000000032,85,100,1.32,LK,1701229141
452,arno,60.1167,18.6333,0.4399999999999977,92,100,6.09,SE,1701229141
453,topki,55.2769,85.6163,-11.439999999999998,86,44,1.48,RU,1701229141
454,cafayate,-26.073,-65.9761,23.670000000000016,69,44,3.75,AR,1701229141
455,ashburton,-37.8626,145.0794,17.99000000000001,89,100,4.47,AU,1701229141
456,atherton,53.5237,-2.4935,0.3900000000000432,89,7,1.2,GB,1701229142
457,bubaque,11.2833,-15.8333,27.840000000000032,63,1,7.93,GW,1701229142
458,kosh-agach,50.0,88.6667,-16.5,87,64,1.34,RU,1701229148
459,eket,4.6412,7.9209,25.350000000000023,88,85,2.26,NG,1701229151
460,ketchikan,55.3422,-131.6461,2.990000000000009,93,0,1.54,US,1701229151
461,izmail,45.3493,28.8408,5.160000000000025,81,89,9.78,UA,1701229151
462,qui nhon,13.7667,109.2333,26.010000000000048,82,90,6.35,VN,1701229151
463,itatinga,-23.1017,-48.6158,19.07000000000005,98,100,0.84,BR,1701229151
464,luena,-11.7833,19.9167,17.100000000000023,94,0,1.03,AO,1701229152
465,yermakovskoye,53.2831,92.4003,-17.42999999999998,89,28,1.54,RU,1701229152
466,chunskiy,56.0815,99.6342,-17.17999999999998,81,54,0.98,RU,1701229157
467,el obeid,13.1842,30.2167,21.350000000000023,40,73,4.88,SD,1701229159
468,archangelos,36.2149,28.1149,17.390000000000043,73,95,7.89,GR,1701229160
469,tolanaro,-25.0319,46.9987,25.939999999999998,73,3,5.28,MG,1701229160
470,oranjemund,-28.55,16.4333,14.050000000000011,83,1,6.26,NA,1701229161
471,ghat,24.9647,10.1728,15.390000000000043,20,15,0.67,LY,1701229161
472,meulaboh,4.1363,96.1285,27.27000000000004,82,91,0.89,ID,1701229161
473,tamworth,52.634,-1.6959,3.6899999999999977,93,72,1.49,GB,1701229162
474,natal,-5.795,-35.2094,24.120000000000005,88,40,2.06,BR,1701229164
475,babayevo,59.3936,35.9371,-10.060000000000002,98,94,2.04,RU,1701229166
476,fayzabad,37.1166,70.58,13.54000000000002,31,100,1.16,AF,1701229166
477,fabens,31.5023,-106.1586,13.650000000000034,55,100,0.8,US,1701229167
478,phalaborwa,-23.943,31.1411,25.600000000000023,37,92,2.42,ZA,1701229167
479,sidney,-33.8679,151.2073,26.99000000000001,78,40,11.32,AU,1701229030
480,sandnessjoen,66.0217,12.6316,-2.7099999999999795,70,100,5.57,NO,1701229169
481,hammerfest,70.6634,23.6821,0.25,69,100,4.63,NO,1701229171
482,xining,36.6167,101.7667,0.020000000000038654,46,37,1.67,CN,1701229173
483,masterton,-40.9597,175.6575,14.939999999999998,66,100,1.66,NZ,1701229016
484,rhinelander,45.6366,-89.4121,-7.819999999999993,62,100,5.14,US,1701229029
485,intendente alvear,-35.2338,-63.592,18.49000000000001,95,100,2.86,AR,1701229173
486,kansk,56.2017,95.7175,-17.769999999999982,87,28,0.9,RU,1701229174
487,akranes,64.3218,-22.0749,2.3100000000000023,83,92,2.79,IS,1701229174
488,tutoia,-2.7619,-42.2744,25.52000000000004,87,51,4.66,BR,1701229174
489,norilsk,69.3535,88.2027,-23.409999999999968,97,21,2.03,RU,1701228973
490,oban,56.4127,-5.4706,-1.4599999999999795,79,7,2.74,GB,1701229174
491,chui,-33.6971,-53.4616,19.689999999999998,87,77,5.75,UY,1701229174
492,awka,6.2101,7.0741,24.430000000000007,90,100,0.9,NG,1701229175
493,yeniseysk,58.4497,92.1703,-16.69999999999999,78,96,0.45,RU,1701229175
494,lexington,37.9887,-84.4777,-5.509999999999991,71,0,1.54,US,1701229023
495,gaigeturi,33.4644,126.3183,13.03000000000003,54,75,2.57,KR,1701229178
496,badiyah,22.45,58.8,21.060000000000002,75,0,0.32,OM,1701229178
497,marathon,44.9,-89.7668,-7.409999999999968,67,100,5.14,US,1701229178
498,saudarkrokur,65.7461,-19.6394,-0.1099999999999568,90,97,2.1,IS,1701229178
499,cameron,26.117,-97.5169,16.730000000000018,77,100,4.12,US,1701229178
500,morez,46.5254,6.0259,-2.17999999999995,94,28,0.5,FR,1701229179
501,peace river,56.2501,-117.286,3.170000000000016,69,75,2.57,CA,1701229179
502,pontotoc,34.2479,-88.9987,1.7800000000000296,55,0,1.29,US,1701228915
503,prado,-17.3411,-39.2208,24.129999999999995,89,7,4.2,BR,1701229179
504,trapani,37.8333,12.6667,14.050000000000011,82,0,5.14,IT,1701229179
505,puerto santander,8.3636,-72.4063,27.670000000000016,91,6,1.07,CO,1701229179
506,egilsstadir,65.2653,-14.3948,1.9500000000000455,87,100,3.09,IS,1701229180
507,santo stefano di magra,44.1513,9.9241,8.650000000000034,33,0,2.55,IT,1701229180
508,honggang,46.4667,124.8667,-12.889999999999986,71,49,4.66,CN,1701229180
509,udi,6.3144,7.4258,24.260000000000048,91,100,1.22,NG,1701229180
510,moose jaw,50.4001,-105.5344,1.1400000000000432,69,2,6.17,CA,1701229180
511,kununurra,-15.7667,128.7333,36.99000000000001,36,40,3.6,AU,1701229180
512,dolores,-36.3132,-57.6792,22.210000000000036,80,50,6.34,AR,1701229181
513,san andres,12.5847,-81.7006,29.010000000000048,74,20,6.17,CO,1701229181
514,calca,-13.3333,-71.95,15.640000000000043,83,100,1.61,PE,1701229183
515,chibougamau,49.9168,-74.3659,-10.20999999999998,85,100,4.12,CA,1701229184
516,kuala tungkal,-0.8167,103.4667,29.890000000000043,71,81,1.08,ID,1701229187
517,carnarvon,-24.8667,113.6333,24.439999999999998,53,22,7.15,AU,1701229189
518,vallenar,-28.5708,-70.7581,19.010000000000048,56,0,0.87,CL,1701229190
519,muisne,0.6,-80.0333,24.660000000000025,81,100,6.21,EC,1701229190
520,aegina,37.7467,23.4275,19.920000000000016,64,40,9.86,GR,1701229190
521,buka,40.8108,69.1986,13.610000000000014,35,100,1.86,UZ,1701229192
522,troitsko-pechorsk,62.7084,56.1964,-10.729999999999961,91,100,2.24,RU,1701229193
523,la passe,45.5549,-0.8967,1.1299999999999955,86,8,2.7,FR,1701229194
524,williams lake,52.1415,-122.1445,-2.2399999999999523,93,75,1.03,CA,1701229195
525,martapura,-3.4167,114.85,30.05000000000001,74,40,1.54,ID,1701229195
526,landivisiau,48.5078,-4.0683,5.03000000000003,93,0,0.51,FR,1701229195
527,trairi,-3.2778,-39.2689,26.340000000000032,78,89,4.17,BR,1701228904
528,muravlenko,63.7898,74.523,-3.079999999999984,97,100,3.87,RU,1701229196
529,janeng,-25.4167,25.55,20.80000000000001,52,88,1.66,BW,1701229196
530,ouro sogui,15.6,-13.3167,22.010000000000048,46,0,0.0,SN,1701229196
531,north bay,46.3168,-79.4663,-6.139999999999986,78,20,1.54,CA,1701229196
532,arenapolis,-14.4503,-56.8461,25.470000000000027,64,23,1.92,BR,1701229196
533,nizhneangarsk,55.7833,109.55,-14.439999999999998,68,3,3.13,RU,1701229196
534,sur,22.5667,59.5289,24.5,65,1,3.98,OM,1701229198
535,azul,-36.777,-59.8585,19.160000000000025,96,99,2.07,AR,1701229198
536,sai buri,6.7013,101.6168,27.200000000000045,87,100,5.75,TH,1701229198
537,yuzhno-kurilsk,44.0306,145.8556,3.5400000000000205,74,100,14.35,RU,1701229197
538,puerto san jose,13.9256,-90.8244,26.08000000000004,84,97,2.07,GT,1701229199
539,kuala belait,4.5833,114.1833,32.09000000000003,70,14,1.44,BN,1701229200
540,hegang,47.4,130.3667,-14.279999999999973,60,91,4.76,CN,1701229206
541,kirensk,57.7853,108.1119,-16.639999999999986,89,98,1.9,RU,1701229215
542,dadukou,26.5479,101.7054,19.80000000000001,54,95,0.49,CN,1701229219
543,viqueque,-8.8673,126.3658,33.870000000000005,49,96,3.41,TL,1701229219
544,yemetsk,63.4721,41.7941,-7.329999999999984,97,99,1.58,RU,1701229220
545,vilyuysk,63.7553,121.6247,-14.339999999999975,90,99,4.51,RU,1701229220
546,nampula,-15.1165,39.2666,22.970000000000027,94,20,3.6,MZ,1701229220
547,balikpapan,-1.2675,116.8289,29.55000000000001,79,20,4.63,ID,1701229220
548,san luis de la loma,17.2706,-100.8939,26.060000000000002,80,68,1.45,MX,1701229220
549,filiatra,37.15,21.5833,17.610000000000014,84,90,6.94,GR,1701229221
550,nema,57.5067,50.5011,-12.589999999999975,98,100,1.63,RU,1701229223
551,sinabang,2.4803,96.3801,27.79000000000002,78,100,2.65,ID,1701229223
552,pemangkat,1.1667,108.9667,30.30000000000001,65,71,1.94,ID,1701229226
553,ocean city,39.2776,-74.5746,0.010000000000047748,59,0,4.02,US,1701229065
554,sorong,-0.8833,131.25,28.370000000000005,76,100,2.55,ID,1701229227
555,sidi bel abbes,35.1899,-0.6309,14.620000000000005,88,54,2.64,DZ,1701229228
556,taro,-8.3862,115.28,26.03000000000003,77,79,1.39,ID,1701229228
557,saint-philippe,-21.3585,55.7679,25.77000000000004,70,5,3.59,RE,1701229228
558,nhamunda,-2.1861,-56.7131,25.24000000000001,75,52,1.32,BR,1701229228
559,kedougou,12.5579,-12.1743,23.83000000000004,28,55,1.03,SN,1701229229
560,farcasele,44.15,24.4333,4.680000000000007,76,73,8.74,RO,1701229229
561,dunedin,-45.8742,170.5036,12.879999999999995,59,10,5.07,NZ,1701229229
562,kudymkar,59.0173,54.656,-1.2299999999999613,99,100,0.95,RU,1701229231
563,khorixas,-20.3667,14.9667,23.480000000000018,53,31,1.57,NA,1701229231
564,nizhnesortymskiy,62.4397,71.7603,-3.259999999999991,89,100,3.52,RU,1701229231
565,argo,37.6333,22.7333,15.990000000000009,79,36,2.74,GR,1701229233
566,eyl,7.9803,49.8164,25.53000000000003,66,86,9.31,SO,1701229235
567,nova xavantina,-14.6667,-52.35,25.350000000000023,57,84,0.48,BR,1701229246
568,istgah-e rah ahan-e garmsar,35.2346,52.3094,11.520000000000039,57,6,3.27,IR,1701229256
569,salmon arm,50.6998,-119.3024,2.6200000000000045,60,100,1.03,CA,1701229256
570,olhao,37.0286,-7.8411,18.379999999999995,91,75,5.66,PT,1701229256
